TF_ID	Gene_ID	Family
XP_015875712.1	LOC107412448	NAC
XP_015875713.1	LOC107412449	NAC
XP_015875714.1	LOC107412450	NAC
XP_015875767.1	LOC107412506	FAR1
XP_015875768.1	LOC107412506	FAR1
XP_015875770.1	LOC107412508	WRKY
XP_015875815.1	LOC107412540	TCP
XP_015875888.1	LOC107412598	TCP
XP_015875894.1	LOC107412598	TCP
XP_015875898.1	LOC107412610	NF-YA
XP_015875899.1	LOC107412610	NF-YA
XP_015875900.1	LOC107412610	NF-YA
XP_015875904.1	LOC107412598	TCP
XP_015875913.1	LOC107412598	TCP
XP_015875928.1	LOC107412629	bHLH
XP_015875929.1	LOC107412629	bHLH
XP_015875937.1	LOC107412637	FAR1
XP_015875947.1	LOC107412648	GATA
XP_015875986.1	LOC107412683	Trihelix
XP_015875987.1	LOC107412683	Trihelix
XP_015876003.1	LOC107412695	SRS
XP_015876019.1	LOC107412709	bHLH
XP_015876065.1	LOC107412762	NAC
XP_015876121.1	LOC107412815	NF-YC
XP_015876122.1	LOC107412815	NF-YC
XP_015876190.1	LOC107412880	FAR1
XP_015876191.1	LOC107412880	FAR1
XP_015876225.1	LOC107412909	SRS
XP_015876226.1	LOC107412909	SRS
XP_015876269.1	LOC107412942	bZIP
XP_015876430.1	LOC107413082	Trihelix
XP_015876655.1	LOC107413259	NAC
XP_015876673.1	LOC107413278	NAC
XP_015876832.1	LOC107413404	WRKY
XP_015876904.1	LOC107413462	GRAS
XP_015876936.1	LOC107413495	Dof
XP_015876937.1	LOC107413495	Dof
XP_015876980.1	LOC107413530	bHLH
XP_015876981.1	LOC107413530	bHLH
XP_015876982.1	LOC107413530	bHLH
XP_015876983.1	LOC107413530	bHLH
XP_015876984.1	LOC107413530	bHLH
XP_015876985.1	LOC107413530	bHLH
XP_015876987.1	LOC107413530	bHLH
XP_015877078.1	LOC107413596	NAC
XP_015877082.1	LOC107413601	LBD
XP_015877177.1	LOC107413678	LBD
XP_015877183.1	LOC107413684	FAR1
XP_015877215.1	LOC107413708	GATA
XP_015877217.1	LOC107413708	GATA
XP_015877400.1	LOC107413863	NF-X1
XP_015877442.1	LOC107413901	LBD
XP_015877452.1	LOC107413913	LBD
XP_015877510.1	LOC107413953	FAR1
XP_015877527.1	LOC107413969	LBD
XP_015877571.1	LOC107414005	bZIP
XP_015877741.1	LOC107414156	LBD
XP_015877752.1	LOC107414165	LBD
XP_015877768.1	LOC107414181	WRKY
XP_015877776.1	LOC107414187	FAR1
XP_015877895.1	LOC107414299	STAT
XP_015877921.1	LOC107414322	NAC
XP_015877971.1	LOC107414373	bHLH
XP_015877981.1	LOC107414382	bHLH
XP_015877982.1	LOC107414383	bHLH
XP_015877983.1	LOC107414384	Trihelix
XP_015877984.1	LOC107414385	bHLH
XP_015877995.1	LOC107414396	FAR1
XP_015877996.1	LOC107414396	FAR1
XP_015878058.1	LOC107414457	HSF
XP_015878191.1	LOC107414569	WRKY
XP_015878205.1	LOC107414581	bHLH
XP_015878306.1	LOC107414664	WRKY
XP_015878424.1	LOC107414760	GRAS
XP_015878435.1	LOC107414768	FAR1
XP_015878510.1	LOC107414828	NAC
XP_015878522.1	LOC107414839	E2F/DP
XP_015878523.1	LOC107414839	E2F/DP
XP_015878524.1	LOC107414839	E2F/DP
XP_015878564.1	LOC107414874	FAR1
XP_015878565.1	LOC107414874	FAR1
XP_015878713.1	LOC107414992	NAC
XP_015878714.1	LOC107414992	NAC
XP_015878771.1	LOC107415031	TCP
XP_015878950.1	LOC107415177	bZIP
XP_015879019.1	LOC107415239	NAC
XP_015879020.1	LOC107415239	NAC
XP_015879048.1	LOC107415265	FAR1
XP_015879213.1	LOC107415406	E2F/DP
XP_015879214.1	LOC107415406	E2F/DP
XP_015879215.1	LOC107415406	E2F/DP
XP_015879264.1	LOC107415444	FAR1
XP_015879300.1	LOC107415475	LBD
XP_015879301.1	LOC107415475	LBD
XP_015879350.1	LOC107415525	bHLH
XP_015879359.1	LOC107415536	WRKY
XP_015879406.1	LOC107415572	ZF-HD
XP_015879415.1	LOC107415579	NAC
XP_015879436.1	LOC107415598	Dof
XP_015879458.1	LOC107415613	ZF-HD
XP_015879579.1	LOC107415708	E2F/DP
XP_015879661.1	LOC107415782	ZF-HD
XP_015879796.1	LOC107415895	Trihelix
XP_015879844.1	LOC107415931	WRKY
XP_015879929.1	LOC107415990	NF-YB
XP_015879934.1	LOC107415997	NAC
XP_015879936.1	LOC107415990	NF-YB
XP_015879984.1	LOC107416051	SBP
XP_015880016.1	LOC107416075	bZIP
XP_015880025.1	LOC107416085	NF-YC
XP_015880067.1	LOC107416121	WRKY
XP_015880093.1	LOC107416146	FAR1
XP_015880108.1	LOC107416163	NAC
XP_015880116.1	LOC107416163	NAC
XP_015880191.1	LOC107416235	bHLH
XP_015880243.1	LOC107416279	bHLH
XP_015880244.1	LOC107416279	bHLH
XP_015880278.1	LOC107416301	GRAS
XP_015880286.1	LOC107416314	FAR1
XP_015880300.1	LOC107416328	NAC
XP_015880381.1	LOC107416405	NAC
XP_015880415.1	LOC107416446	GRAS
XP_015880440.1	LOC107416470	SBP
XP_015880480.1	LOC107416508	bZIP
XP_015880531.1	LOC107416542	LBD
XP_015880546.1	LOC107416551	TCP
XP_015880584.1	LOC107416584	NAC
XP_015880600.1	LOC107416596	bHLH
XP_015880601.1	LOC107416597	bHLH
XP_015880819.1	LOC107416801	NF-YB
XP_015880904.1	LOC107416867	FAR1
XP_015880907.1	LOC107416870	FAR1
XP_015880908.1	LOC107416871	FAR1
XP_015880909.1	LOC107416871	FAR1
XP_015881043.1	LOC107417002	GRAS
XP_015881044.1	LOC107417002	GRAS
XP_015881045.1	LOC107417003	WRKY
XP_015881063.1	LOC107417022	GeBP
XP_015881066.1	LOC107417024	bHLH
XP_015881068.1	LOC107417026	bHLH
XP_015881171.1	LOC107417118	GRAS
XP_015881243.1	LOC107417170	Trihelix
XP_015881257.1	LOC107417180	LBD
XP_015881279.1	LOC107417198	NAC
XP_015881280.1	LOC107417198	NAC
XP_015881298.1	LOC107417217	WRKY
XP_015881318.1	LOC107417231	HSF
XP_015881319.1	LOC107417231	HSF
XP_015881320.1	LOC107417231	HSF
XP_015881322.1	LOC107417231	HSF
XP_015881324.1	LOC107417234	bHLH
XP_015881343.1	LOC107417251	bHLH
XP_015881405.1	LOC107417303	GRAS
XP_015881407.1	LOC107417305	GRAS
XP_015881527.1	LOC107417425	FAR1
XP_015881614.1	LOC107417519	WRKY
XP_015881621.1	LOC107417519	WRKY
XP_015881660.1	LOC107417566	SBP
XP_015881708.1	LOC107417612	NF-YA
XP_015881709.1	LOC107417612	NF-YA
XP_015881712.1	LOC107417614	TCP
XP_015881782.1	LOC107417668	NAC
XP_015881808.1	LOC107417687	Trihelix
XP_015881903.1	LOC107417774	GRAS
XP_015881914.1	LOC107417784	bZIP
XP_015881941.1	LOC107417805	GRAS
XP_015881942.1	LOC107417805	GRAS
XP_015882038.1	LOC107417904	GRAS
XP_015882049.1	LOC107417913	NF-YC
XP_015882050.1	LOC107417913	NF-YC
XP_015882051.1	LOC107417913	NF-YC
XP_015882052.1	LOC107417913	NF-YC
XP_015882053.1	LOC107417913	NF-YC
XP_015882054.1	LOC107417913	NF-YC
XP_015882119.1	LOC107417970	NAC
XP_015882147.1	LOC107417999	NF-YC
XP_015882172.1	LOC107418018	WRKY
XP_015882190.1	LOC107418038	SBP
XP_015882191.1	LOC107418038	SBP
XP_015882192.1	LOC107418036	bHLH
XP_015882228.1	LOC107418072	LBD
XP_015882253.1	LOC107418094	NAC
XP_015882267.1	LOC107418105	bHLH
XP_015882268.1	LOC107418105	bHLH
XP_015882278.1	LOC107418113	GRAS
XP_015882438.1	LOC107418233	NF-YA
XP_015882467.1	LOC107418295	LBD
XP_015882471.1	LOC107418298	LBD
XP_015882497.1	LOC107418233	NF-YA
XP_015882520.1	LOC107418349	Dof
XP_015882603.1	LOC107418419	LBD
XP_015882629.1	LOC107418446	bHLH
XP_015882638.1	LOC107418454	GRAS
XP_015882712.1	LOC107418528	bHLH
XP_015882713.1	LOC107418528	bHLH
XP_015882900.1	LOC107418709	LBD
XP_015882925.1	LOC107418735	Trihelix
XP_015882931.1	LOC107418735	Trihelix
XP_015882939.1	LOC107418735	Trihelix
XP_015882962.1	LOC107418780	NAC
XP_015882967.1	LOC107418786	LBD
XP_015882980.1	LOC107418798	bHLH
XP_015883027.1	LOC107418855	TCP
XP_015883044.1	LOC107418871	NF-YB
XP_015883047.1	LOC107418875	FAR1
XP_015883056.1	LOC107418884	NF-YB
XP_015883105.1	LOC107418924	TCP
XP_015883135.1	LOC107418942	NF-YB
XP_015883136.1	LOC107418942	NF-YB
XP_015883145.1	LOC107418950	GRAS
XP_015883146.1	LOC107418952	bZIP
XP_015883178.1	LOC107418983	GRAS
XP_015883179.1	LOC107418951	BES1
XP_015883203.1	LOC107419006	WRKY
XP_015883254.1	LOC107419048	bHLH
XP_015883255.1	LOC107419048	bHLH
XP_015883277.1	LOC107419070	Dof
XP_015883292.1	LOC107419077	SBP
XP_015883375.1	LOC107419145	bHLH
XP_015883376.1	LOC107419146	bHLH
XP_015883400.1	LOC107419170	bHLH
XP_015883401.1	LOC107419167	FAR1
XP_015883450.1	LOC107419222	NAC
XP_015883470.1	LOC107419240	Nin-like
XP_015883510.1	LOC107419280	TCP
XP_015883513.1	LOC107419283	bHLH
XP_015883514.1	LOC107419283	bHLH
XP_015883523.1	LOC107419291	bHLH
XP_015883713.1	LOC107419484	ZF-HD
XP_015883764.1	LOC107419534	NAC
XP_015883792.1	LOC107419567	NF-X1
XP_015884033.1	LOC107419756	WRKY
XP_015884112.1	LOC107419813	NAC
XP_015884122.1	LOC107419823	Nin-like
XP_015884123.1	LOC107419823	Nin-like
XP_015884278.1	LOC107419948	bHLH
XP_015884292.1	LOC107419962	NAC
XP_015884293.1	LOC107419962	NAC
XP_015884313.1	LOC107419979	HSF
XP_015884317.1	LOC107419982	bHLH
XP_015884335.1	LOC107419997	bHLH
XP_015884336.1	LOC107419997	bHLH
XP_015884337.1	LOC107419997	bHLH
XP_015884344.1	LOC107420002	bZIP
XP_015884345.1	LOC107420002	bZIP
XP_015884346.1	LOC107420002	bZIP
XP_015884353.1	LOC107420009	WRKY
XP_015884394.1	LOC107420051	HSF
XP_015884410.1	LOC107420060	Trihelix
XP_015884411.1	LOC107420060	Trihelix
XP_015884439.1	LOC107420087	WRKY
XP_015884441.1	LOC107420088	GATA
XP_015884549.1	LOC107420167	LBD
XP_015884597.1	LOC107420215	BES1
XP_015884625.1	LOC107420238	ZF-HD
XP_015884720.1	LOC107420304	WRKY
XP_015884721.1	LOC107420304	WRKY
XP_015884741.1	LOC107420329	Dof
XP_015884822.1	LOC107420393	BBR-BPC
XP_015884823.1	LOC107420393	BBR-BPC
XP_015884824.1	LOC107420393	BBR-BPC
XP_015884825.1	LOC107420393	BBR-BPC
XP_015884826.1	LOC107420393	BBR-BPC
XP_015884907.1	LOC107420457	SRS
XP_015884916.1	LOC107420464	GATA
XP_015884937.1	LOC107420483	bHLH
XP_015884939.1	LOC107420484	bZIP
XP_015885026.1	LOC107420551	bHLH
XP_015885030.1	LOC107420556	LBD
XP_015885132.1	LOC107420637	bHLH
XP_015885133.1	LOC107420637	bHLH
XP_015885134.1	LOC107420637	bHLH
XP_015885180.1	LOC107420678	CPP
XP_015885185.1	LOC107420683	NAC
XP_015885186.1	LOC107420683	NAC
XP_015885187.1	LOC107420683	NAC
XP_015885188.1	LOC107420683	NAC
XP_015885190.1	LOC107420683	NAC
XP_015885249.1	LOC107420728	bHLH
XP_015885269.1	LOC107420746	bHLH
XP_015885330.1	LOC107420791	WRKY
XP_015885739.1	LOC107421097	NAC
XP_015885834.1	LOC107421169	FAR1
XP_015885857.1	LOC107421189	bZIP
XP_015885861.1	LOC107421188	bHLH
XP_015885926.1	LOC107421243	CPP
XP_015885983.1	LOC107421281	bHLH
XP_015885984.1	LOC107421281	bHLH
XP_015886035.1	LOC107421329	GATA
XP_015886036.1	LOC107421329	GATA
XP_015886100.1	LOC107421385	NAC
XP_015886154.1	LOC107421430	GeBP
XP_015886261.1	LOC107421527	GRAS
XP_015886299.1	LOC107421556	CAMTA
XP_015886300.1	LOC107421556	CAMTA
XP_015886306.1	LOC107421559	bHLH
XP_015886309.1	LOC107421564	bZIP
XP_015886437.1	LOC107421670	bZIP
XP_015886444.1	LOC107421675	Trihelix
XP_015886445.1	LOC107421676	Trihelix
XP_015886455.1	LOC107421684	Dof
XP_015886558.1	LOC107421731	bHLH
XP_015886566.1	LOC107421767	Trihelix
XP_015886622.1	LOC107421807	Dof
XP_015886777.1	LOC107421926	bHLH
XP_015886785.1	LOC107421926	bHLH
XP_015886865.1	LOC107422000	GRAS
XP_015886948.1	LOC107422066	FAR1
XP_015886949.1	LOC107422066	FAR1
XP_015886950.1	LOC107422066	FAR1
XP_015886951.1	LOC107422067	FAR1
XP_015886952.1	LOC107422067	FAR1
XP_015886953.1	LOC107422067	FAR1
XP_015886954.1	LOC107422069	FAR1
XP_015886978.1	LOC107422092	bZIP
XP_015886979.1	LOC107422092	bZIP
XP_015886981.1	LOC107422095	FAR1
XP_015886983.1	LOC107422097	FAR1
XP_015886985.1	LOC107422097	FAR1
XP_015886990.1	LOC107422099	FAR1
XP_015886991.1	LOC107422100	FAR1
XP_015886992.1	LOC107422100	FAR1
XP_015886994.1	LOC107422100	FAR1
XP_015886995.1	LOC107422101	FAR1
XP_015887121.1	LOC107422215	bHLH
XP_015887122.1	LOC107422215	bHLH
XP_015887123.1	LOC107422215	bHLH
XP_015887130.1	LOC107422222	LBD
XP_015887131.1	LOC107422225	LBD
XP_015887148.1	LOC107422242	LBD
XP_015887235.1	LOC107422311	bZIP
XP_015887262.1	LOC107422339	NAC
XP_015887273.1	LOC107422350	NAC
XP_015887397.1	LOC107422456	SBP
XP_015887398.1	LOC107422456	SBP
XP_015887489.1	LOC107422540	bHLH
XP_015887632.1	LOC107422670	bZIP
XP_015887663.1	LOC107422693	bZIP
XP_015887664.1	LOC107422693	bZIP
XP_015887665.1	LOC107422693	bZIP
XP_015887666.1	LOC107422693	bZIP
XP_015887667.1	LOC107422693	bZIP
XP_015887668.1	LOC107422693	bZIP
XP_015887669.1	LOC107422693	bZIP
XP_015887670.1	LOC107422693	bZIP
XP_015887671.1	LOC107422693	bZIP
XP_015887672.1	LOC107422693	bZIP
XP_015887823.1	LOC107422831	bHLH
XP_015887824.1	LOC107422831	bHLH
XP_015887825.1	LOC107422831	bHLH
XP_015887981.1	LOC107422959	bHLH
XP_015888126.1	LOC107423122	HSF
XP_015888152.1	LOC107423141	Dof
XP_015888163.1	LOC107423153	CPP
XP_015888238.1	LOC107423224	NAC
XP_015888263.1	LOC107423248	FAR1
XP_015888264.1	LOC107423248	FAR1
XP_015888265.1	LOC107423248	FAR1
XP_015888270.1	LOC107423254	bHLH
XP_015888275.1	LOC107423263	NF-YC
XP_015888276.1	LOC107423263	NF-YC
XP_015888323.1	LOC107423302	NAC
XP_015888326.1	LOC107423307	SBP
XP_015888327.1	LOC107423307	SBP
XP_015888349.1	LOC107423323	HSF
XP_015888350.1	LOC107423323	HSF
XP_015888410.1	LOC107423377	bHLH
XP_015888417.1	LOC107423388	LFY
XP_015888651.1	LOC107423583	bHLH
XP_015888663.1	LOC107423592	bHLH
XP_015888693.1	LOC107423623	WRKY
XP_015888694.1	LOC107423623	WRKY
XP_015888702.1	LOC107423631	Dof
XP_015888703.1	LOC107423631	Dof
XP_015888719.1	LOC107423646	LBD
XP_015888724.1	LOC107423649	bHLH
XP_015888834.1	LOC107423733	bZIP
