TF_ID	Gene_ID	Family
Potri.003G092200.1	Potri.003G092200	bHLH
Potri.003G093200.1	Potri.003G093200	bHLH
Potri.003G095000.1	Potri.003G095000	HSF
Potri.003G097600.1	Potri.003G097600	bZIP
Potri.003G103500.1	Potri.003G103500	NAC
Potri.003G104500.1	Potri.003G104500	Trihelix
Potri.003G106500.1	Potri.003G106500	BES1
Potri.003G110300.1	Potri.003G110300	FAR1
Potri.003G110800.1	Potri.003G110800	GRAS
Potri.003G111900.1	Potri.003G111900	WRKY
Potri.003G112800.1	Potri.003G112800	YABBY
Potri.003G113000.1	Potri.003G113000	NAC
Potri.003G118600.1	Potri.003G118600	Trihelix
Potri.003G120200.1	Potri.003G120200	TCP
Potri.003G122400.1	Potri.003G122400	GRAS
Potri.003G124500.1	Potri.003G124500	NF-YC
Potri.003G128000.1	Potri.003G128000	bHLH
Potri.003G132700.1	Potri.003G132700	WRKY
Potri.003G138600.1	Potri.003G138600	WRKY
Potri.003G143000.1	Potri.003G143000	Nin-like
Potri.003G144500.1	Potri.003G144500	Dof
Potri.003G146700.1	Potri.003G146700	ZF-HD
Potri.003G147300.1	Potri.003G147300	bHLH
Potri.003G149000.1	Potri.003G149000	LBD
Potri.003G149400.1	Potri.003G149400	NAC
Potri.003G149700.1	Potri.003G149700	NAC
Potri.003G163000.1	Potri.003G163000	Trihelix
Potri.003G164500.1	Potri.003G164500	bHLH
Potri.003G166500.1	Potri.003G166500	NAC
Potri.003G167900.1	Potri.003G167900	TCP
Potri.003G169100.1	Potri.003G169100	WRKY
Potri.003G169400.1	Potri.003G169400	SBP
Potri.003G170600.1	Potri.003G170600	CAMTA
Potri.003G172600.1	Potri.003G172600	SBP
Potri.003G174800.1	Potri.003G174800	GATA
Potri.003G182200.1	Potri.003G182200	WRKY
Potri.003G192100.1	Potri.003G192100	NF-YC
Potri.003G194600.1	Potri.003G194600	bZIP
Potri.003G195300.1	Potri.003G195300	Trihelix
Potri.003G196100.1	Potri.003G196100	SRS
Potri.003G198800.1	Potri.003G198800	Trihelix
Potri.003G200000.1	Potri.003G200000	Trihelix
Potri.003G202100.1	Potri.003G202100	GRAS
Potri.003G204400.1	Potri.003G204400	bZIP
Potri.003G204700.1	Potri.003G204700	Trihelix
Potri.003G207100.1	Potri.003G207100	FAR1
Potri.003G207200.1	Potri.003G207200	bHLH
Potri.003G210500.1	Potri.003G210500	EIL
Potri.003G213300.1	Potri.003G213300	GATA
Potri.003G220000.1	Potri.003G220000	bZIP
Potri.004G007500.1	Potri.004G007500	WRKY
Potri.004G029100.1	Potri.004G029100	bHLH
Potri.004G029800.1	Potri.004G029800	bHLH
Potri.004G031800.1	Potri.004G031800	bHLH
Potri.004G038000.1	Potri.004G038000	NAC
Potri.004G038800.1	Potri.004G038800	Dof
Potri.004G042600.1	Potri.004G042600	HSF
Potri.004G044400.1	Potri.004G044400	bHLH
Potri.004G046100.1	Potri.004G046100	Dof
Potri.004G046300.1	Potri.004G046300	TCP
Potri.004G046600.1	Potri.004G046600	Dof
Potri.004G046700.1	Potri.004G046700	SBP
Potri.004G049300.1	Potri.004G049300	NAC
Potri.004G049500.1	Potri.004G049500	NAC
Potri.004G050900.1	Potri.004G050900	VOZ
Potri.004G055700.1	Potri.004G055700	bHLH
Potri.004G056900.1	Potri.004G056900	Dof
Potri.004G060400.1	Potri.004G060400	WRKY
Potri.004G060900.1	Potri.004G060900	WRKY
Potri.004G062300.1	Potri.004G062300	HSF
Potri.004G062400.1	Potri.004G062400	BES1
Potri.004G065800.1	Potri.004G065800	TCP
Potri.004G070500.1	Potri.004G070500	GRAS
Potri.004G071600.1	Potri.004G071600	GRAS
Potri.004G072000.1	Potri.004G072000	WRKY
Potri.004G078800.1	Potri.004G078800	GRAS
Potri.004G081000.1	Potri.004G081000	NAC
Potri.004G088900.1	Potri.004G088900	bHLH
Potri.004G089800.1	Potri.004G089800	GRAS
Potri.004G090900.1	Potri.004G090900	GeBP
Potri.004G099400.1	Potri.004G099400	bHLH
Potri.004G100100.1	Potri.004G100100	LBD
Potri.004G107200.1	Potri.004G107200	NAC
Potri.004G107400.1	Potri.004G107400	NAC
Potri.004G111100.1	Potri.004G111100	bZIP
Potri.004G112900.1	Potri.004G112900	bHLH
Potri.004G116100.1	Potri.004G116100	TCP
Potri.004G119400.1	Potri.004G119400	NAC
Potri.004G120800.1	Potri.004G120800	WRKY
Potri.004G121800.1	Potri.004G121800	Dof
Potri.004G126500.1	Potri.004G126500	ZF-HD
Potri.004G126600.1	Potri.004G126600	ZF-HD
Potri.004G128400.1	Potri.004G128400	bHLH
Potri.004G135100.1	Potri.004G135100	ZF-HD
Potri.004G140600.1	Potri.004G140600	bZIP
Potri.004G156000.1	Potri.004G156000	bHLH
Potri.004G158200.1	Potri.004G158200	bZIP
Potri.004G160600.1	Potri.004G160600	SRS
Potri.004G161500.1	Potri.004G161500	GATA
Potri.004G163700.1	Potri.004G163700	BBR-BPC
Potri.004G163800.1	Potri.004G163800	bZIP
Potri.004G168100.1	Potri.004G168100	bHLH
Potri.004G175200.1	Potri.004G175200	bZIP
Potri.004G181900.1	Potri.004G181900	NAC
Potri.004G196300.1	Potri.004G196300	FAR1
Potri.004G197400.1	Potri.004G197400	EIL
Potri.004G200800.1	Potri.004G200800	E2F/DP
Potri.004G203400.1	Potri.004G203400	bZIP
Potri.004G205500.1	Potri.004G205500	Nin-like
Potri.004G208700.1	Potri.004G208700	GRAS
Potri.004G209000.1	Potri.004G209000	FAR1
Potri.004G211800.1	Potri.004G211800	GATA
Potri.004G219100.1	Potri.004G219100	bZIP
Potri.004G222100.1	Potri.004G222100	TCP
Potri.004G227600.1	Potri.004G227600	FAR1
Potri.004G229600.1	Potri.004G229600	ZF-HD
Potri.004G230800.1	Potri.004G230800	NAC
Potri.005G001800.1	Potri.005G001800	bHLH
Potri.005G020500.1	Potri.005G020500	GATA
Potri.005G023700.1	Potri.005G023700	FAR1
Potri.005G027400.1	Potri.005G027400	NF-YB
Potri.005G035000.1	Potri.005G035000	NF-YC
Potri.005G035800.1	Potri.005G035800	NF-YC
Potri.005G039800.1	Potri.005G039800	bHLH
Potri.005G051100.1	Potri.005G051100	CPP
Potri.005G051700.1	Potri.005G051700	Trihelix
Potri.005G053200.1	Potri.005G053200	bZIP
Potri.005G053500.1	Potri.005G053500	bHLH
Potri.005G055300.1	Potri.005G055300	WRKY
Potri.005G058900.1	Potri.005G058900	NAC
Potri.005G060900.1	Potri.005G060900	bHLH
Potri.005G064100.1	Potri.005G064100	NAC
Potri.005G065300.1	Potri.005G065300	NF-YB
Potri.005G066100.1	Potri.005G066100	GATA
Potri.005G069500.1	Potri.005G069500	NAC
Potri.005G071100.1	Potri.005G071100	bHLH
Potri.005G075000.1	Potri.005G075000	GeBP
Potri.005G075100.1	Potri.005G075100	CAMTA
Potri.005G082000.1	Potri.005G082000	bZIP
Potri.005G082700.1	Potri.005G082700	NAC
Potri.005G083400.1	Potri.005G083400	NF-YB
Potri.005G085200.1	Potri.005G085200	WRKY
Potri.005G086400.1	Potri.005G086400	WRKY
Potri.005G090300.1	Potri.005G090300	TCP
Potri.005G094900.1	Potri.005G094900	NF-YC
Potri.005G095100.1	Potri.005G095100	GRAS
Potri.005G095400.1	Potri.005G095400	bHLH
Potri.005G097800.1	Potri.005G097800	LBD
Potri.005G098000.1	Potri.005G098000	NAC
Potri.005G098200.1	Potri.005G098200	NAC
Potri.005G101000.1	Potri.005G101000	Nin-like
Potri.005G103200.1	Potri.005G103200	NAC
Potri.005G113400.1	Potri.005G113400	bHLH
Potri.005G116800.1	Potri.005G116800	NAC
Potri.005G117600.1	Potri.005G117600	GATA
Potri.005G118200.1	Potri.005G118200	SRS
Potri.005G119300.1	Potri.005G119300	bZIP
Potri.005G121900.1	Potri.005G121900	bHLH
Potri.005G122500.1	Potri.005G122500	ZF-HD
Potri.005G122700.1	Potri.005G122700	GATA
Potri.005G123800.1	Potri.005G123800	GRAS
Potri.005G125800.1	Potri.005G125800	GRAS
Potri.005G126000.1	Potri.005G126000	bZIP
Potri.005G126400.1	Potri.005G126400	BES1
Potri.005G131600.1	Potri.005G131600	Dof
Potri.005G134200.1	Potri.005G134200	Dof
Potri.005G134900.1	Potri.005G134900	LBD
Potri.005G138900.1	Potri.005G138900	bHLH
Potri.005G139700.1	Potri.005G139700	bHLH
Potri.005G140600.1	Potri.005G140600	TCP
Potri.005G141400.1	Potri.005G141400	WRKY
Potri.005G145500.1	Potri.005G145500	LBD
Potri.005G145600.1	Potri.005G145600	GRAS
Potri.005G146500.1	Potri.005G146500	bHLH
Potri.005G149100.1	Potri.005G149100	Dof
Potri.005G152500.1	Potri.005G152500	GATA
Potri.005G152800.1	Potri.005G152800	GATA
Potri.005G158100.1	Potri.005G158100	bHLH
Potri.005G158800.1	Potri.005G158800	ZF-HD
Potri.005G170500.1	Potri.005G170500	bZIP
Potri.005G175300.1	Potri.005G175300	GRAS
Potri.005G180200.1	Potri.005G180200	NAC
Potri.005G186500.1	Potri.005G186500	GRAS
Potri.005G188900.1	Potri.005G188900	Dof
Potri.005G190300.1	Potri.005G190300	GRAS
Potri.005G190700.1	Potri.005G190700	bZIP
Potri.005G191700.1	Potri.005G191700	Trihelix
Potri.005G191900.1	Potri.005G191900	Trihelix
Potri.005G192000.1	Potri.005G192000	Trihelix
Potri.005G192900.1	Potri.005G192900	bZIP
Potri.005G200100.1	Potri.005G200100	NAC
Potri.005G203200.1	Potri.005G203200	WRKY
Potri.005G205400.1	Potri.005G205400	NAC
Potri.005G207200.1	Potri.005G207200	bHLH
Potri.005G208600.1	Potri.005G208600	bHLH
Potri.005G214800.1	Potri.005G214800	HSF
Potri.005G217500.1	Potri.005G217500	bZIP
Potri.005G217800.1	Potri.005G217800	bHLH
Potri.005G219500.1	Potri.005G219500	WRKY
Potri.005G221100.1	Potri.005G221100	bHLH
Potri.005G221900.1	Potri.005G221900	LBD
Potri.005G225800.1	Potri.005G225800	NAC
Potri.005G226800.1	Potri.005G226800	GRAS
Potri.005G227900.1	Potri.005G227900	ZF-HD
Potri.005G230800.1	Potri.005G230800	bHLH
Potri.005G231300.1	Potri.005G231300	bZIP
Potri.005G234200.1	Potri.005G234200	SRS
Potri.005G235900.1	Potri.005G235900	BBR-BPC
Potri.005G243400.1	Potri.005G243400	bZIP
Potri.005G251700.1	Potri.005G251700	Nin-like
Potri.005G255900.1	Potri.005G255900	NAC
Potri.005G257600.1	Potri.005G257600	FAR1
Potri.005G258700.1	Potri.005G258700	SBP
Potri.006G005000.1	Potri.006G005000	NF-YB
Potri.006G005300.1	Potri.006G005300	Trihelix
Potri.006G005500.1	Potri.006G005500	NF-YB
Potri.006G016200.1	Potri.006G016200	GRAS
Potri.006G020600.1	Potri.006G020600	FAR1
Potri.006G020700.1	Potri.006G020700	FAR1
Potri.006G021400.1	Potri.006G021400	GRAS
Potri.006G025800.1	Potri.006G025800	bZIP
Potri.006G028300.1	Potri.006G028300	NAC
Potri.006G028700.1	Potri.006G028700	NAC
Potri.006G028900.1	Potri.006G028900	NAC
Potri.006G029200.1	Potri.006G029200	NAC
Potri.006G029300.1	Potri.006G029300	NAC
Potri.006G029600.1	Potri.006G029600	NAC
Potri.006G030600.1	Potri.006G030600	NAC
Potri.006G030800.1	Potri.006G030800	NAC
Potri.006G034500.1	Potri.006G034500	bZIP
Potri.006G037100.1	Potri.006G037100	bHLH
Potri.006G037200.1	Potri.006G037200	bHLH
Potri.006G037600.1	Potri.006G037600	bHLH
Potri.006G039000.1	Potri.006G039000	bZIP
Potri.006G039700.1	Potri.006G039700	FAR1
Potri.006G039800.1	Potri.006G039800	FAR1
Potri.006G049200.1	Potri.006G049200	HSF
Potri.006G051400.1	Potri.006G051400	NAC
Potri.006G053500.1	Potri.006G053500	NF-YA
Potri.006G057200.1	Potri.006G057200	bHLH
Potri.006G057600.1	Potri.006G057600	bHLH
Potri.006G058800.1	Potri.006G058800	bZIP
Potri.006G067800.1	Potri.006G067800	YABBY
Potri.006G072400.1	Potri.006G072400	WRKY
Potri.006G074600.1	Potri.006G074600	bHLH
Potri.006G074700.1	Potri.006G074700	bHLH
Potri.006G074800.1	Potri.006G074800	bHLH
Potri.006G074900.1	Potri.006G074900	bHLH
Potri.006G083000.1	Potri.006G083000	bZIP
Potri.006G084200.1	Potri.006G084200	Dof
Potri.006G086600.1	Potri.006G086600	GRAS
Potri.006G087000.1	Potri.006G087000	WRKY
Potri.006G101400.1	Potri.006G101400	Trihelix
Potri.006G102600.1	Potri.006G102600	bHLH
Potri.006G105300.1	Potri.006G105300	WRKY
Potri.006G109100.1	Potri.006G109100	WRKY
Potri.006G114200.1	Potri.006G114200	GRAS
Potri.006G114600.1	Potri.006G114600	bZIP
Potri.006G115700.1	Potri.006G115700	HSF
Potri.006G117300.1	Potri.006G117300	Trihelix
Potri.006G117500.1	Potri.006G117500	Trihelix
Potri.006G124200.1	Potri.006G124200	E2F/DP
Potri.006G125800.1	Potri.006G125800	TCP
Potri.006G129400.1	Potri.006G129400	NAC
Potri.006G130200.1	Potri.006G130200	S1Fa-like
Potri.006G133200.1	Potri.006G133200	WRKY
Potri.006G135600.1	Potri.006G135600	bHLH
Potri.006G145100.1	Potri.006G145100	NF-YA
Potri.006G148200.1	Potri.006G148200	HSF
Potri.006G148800.1	Potri.006G148800	bHLH
Potri.006G150000.1	Potri.006G150000	HRT-like
Potri.006G152700.1	Potri.006G152700	NAC
Potri.006G160400.1	Potri.006G160400	CPP
Potri.006G179800.1	Potri.006G179800	NAC
Potri.006G184800.1	Potri.006G184800	WRKY
Potri.006G186600.1	Potri.006G186600	bHLH
Potri.006G201900.1	Potri.006G201900	NF-YA
Potri.006G202100.1	Potri.006G202100	bHLH
Potri.006G202500.1	Potri.006G202500	Dof
Potri.006G205100.1	Potri.006G205100	E2F/DP
Potri.006G207700.1	Potri.006G207700	TCP
Potri.006G209200.1	Potri.006G209200	NAC
Potri.006G221400.1	Potri.006G221400	Trihelix
Potri.006G223100.1	Potri.006G223100	Nin-like
Potri.006G224100.1	Potri.006G224100	WRKY
Potri.006G226800.1	Potri.006G226800	HSF
Potri.006G228300.1	Potri.006G228300	LBD
Potri.006G229200.1	Potri.006G229200	GATA
Potri.006G231300.1	Potri.006G231300	NAC
Potri.006G237700.1	Potri.006G237700	GATA
Potri.006G251200.1	Potri.006G251200	CPP
Potri.006G251800.1	Potri.006G251800	bZIP
Potri.006G256300.1	Potri.006G256300	FAR1
Potri.006G263600.1	Potri.006G263600	WRKY
Potri.006G264000.1	Potri.006G264000	WRKY
Potri.006G277000.1	Potri.006G277000	NAC
Potri.006G277800.1	Potri.006G277800	bZIP
Potri.006G279100.1	Potri.006G279100	Trihelix
Potri.007G006900.1	Potri.007G006900	bZIP
Potri.007G009400.1	Potri.007G009400	bHLH
Potri.007G010500.1	Potri.007G010500	bHLH
Potri.007G014400.1	Potri.007G014400	NAC
Potri.007G016600.1	Potri.007G016600	GATA
Potri.007G017500.1	Potri.007G017500	SRS
Potri.007G019900.1	Potri.007G019900	bZIP
Potri.007G020200.1	Potri.007G020200	bHLH
Potri.007G023600.1	Potri.007G023600	bHLH
Potri.007G024100.1	Potri.007G024100	ZF-HD
