TF_ID	Gene_ID	Family
PanWU01x14_028800.1	PanWU01x14_028800	SBP
PanWU01x14_029060.1	PanWU01x14_029060	NF-YC
PanWU01x14_029510.1	PanWU01x14_029510	Trihelix
PanWU01x14_029930.1	PanWU01x14_029930	Trihelix
PanWU01x14_030040.1	PanWU01x14_030040	Trihelix
PanWU01x14_031100.1	PanWU01x14_031100	GATA
PanWU01x14_031360.1	PanWU01x14_031360	bZIP
PanWU01x14_034180.1	PanWU01x14_034180	NF-YC
PanWU01x14_035020.1	PanWU01x14_035020	Trihelix
PanWU01x14_035170.1	PanWU01x14_035170	bZIP
PanWU01x14_035240.1	PanWU01x14_035240	NAC
PanWU01x14_036370.1	PanWU01x14_036370	Trihelix
PanWU01x14_036420.1	PanWU01x14_036420	Trihelix
PanWU01x14_036430.1	PanWU01x14_036430	Trihelix
PanWU01x14_036570.1	PanWU01x14_036570	bZIP
PanWU01x14_037080.1	PanWU01x14_037080	Dof
PanWU01x14_037730.1	PanWU01x14_037730	NAC
PanWU01x14_039680.1	PanWU01x14_039680	HSF
PanWU01x14_040180.1	PanWU01x14_040180	SRS
PanWU01x14_041040.1	PanWU01x14_041040	bHLH
PanWU01x14_041300.1	PanWU01x14_041300	NAC
PanWU01x14_041850.1	PanWU01x14_041850	GRAS
PanWU01x14_041890.1	PanWU01x14_041890	GRAS
PanWU01x14_041900.1	PanWU01x14_041900	GRAS
PanWU01x14_041910.1	PanWU01x14_041910	GRAS
PanWU01x14_041930.1	PanWU01x14_041930	GRAS
PanWU01x14_041950.1	PanWU01x14_041950	GRAS
PanWU01x14_042690.1	PanWU01x14_042690	bHLH
PanWU01x14_043550.1	PanWU01x14_043550	NAC
PanWU01x14_043600.1	PanWU01x14_043600	bHLH
PanWU01x14_043670.1	PanWU01x14_043670	TCP
PanWU01x14_044260.1	PanWU01x14_044260	bHLH
PanWU01x14_044800.1	PanWU01x14_044800	FAR1
PanWU01x14_044820.1	PanWU01x14_044820	FAR1
PanWU01x14_044830.1	PanWU01x14_044830	FAR1
PanWU01x14_044840.1	PanWU01x14_044840	FAR1
PanWU01x14_047280.1	PanWU01x14_047280	NAC
PanWU01x14_047870.1	PanWU01x14_047870	bHLH
PanWU01x14_048550.1	PanWU01x14_048550	LBD
PanWU01x14_048670.1	PanWU01x14_048670	bHLH
PanWU01x14_048690.1	PanWU01x14_048690	bHLH
PanWU01x14_049020.1	PanWU01x14_049020	GRAS
PanWU01x14_049670.1	PanWU01x14_049670	WRKY
PanWU01x14_049730.1	PanWU01x14_049730	WRKY
PanWU01x14_050210.1	PanWU01x14_050210	bZIP
PanWU01x14_050420.1	PanWU01x14_050420	NF-YA
PanWU01x14_051750.1	PanWU01x14_051750	bZIP
PanWU01x14_052080.1	PanWU01x14_052080	GRAS
PanWU01x14_052590.1	PanWU01x14_052590	GRAS
PanWU01x14_052600.1	PanWU01x14_052600	NF-YC
PanWU01x14_052850.1	PanWU01x14_052850	bZIP
PanWU01x14_053030.1	PanWU01x14_053030	NF-YC
PanWU01x14_053780.1	PanWU01x14_053780	bHLH
PanWU01x14_053800.1	PanWU01x14_053800	bZIP
PanWU01x14_054190.1	PanWU01x14_054190	Trihelix
PanWU01x14_054270.1	PanWU01x14_054270	CPP
PanWU01x14_054510.1	PanWU01x14_054510	GeBP
PanWU01x14_054540.1	PanWU01x14_054540	GeBP
PanWU01x14_056920.1	PanWU01x14_056920	NAC
PanWU01x14_057110.1	PanWU01x14_057110	bHLH
PanWU01x14_057660.1	PanWU01x14_057660	Dof
PanWU01x14_059280.1	PanWU01x14_059280	bZIP
PanWU01x14_060590.1	PanWU01x14_060590	NAC
PanWU01x14_062020.1	PanWU01x14_062020	WRKY
PanWU01x14_062540.1	PanWU01x14_062540	WRKY
PanWU01x14_064460.1	PanWU01x14_064460	TCP
PanWU01x14_064830.1	PanWU01x14_064830	NAC
PanWU01x14_065110.1	PanWU01x14_065110	bHLH
PanWU01x14_065530.1	PanWU01x14_065530	GRAS
PanWU01x14_065630.1	PanWU01x14_065630	NAC
PanWU01x14_066450.1	PanWU01x14_066450	LBD
PanWU01x14_067790.1	PanWU01x14_067790	NAC
PanWU01x14_068600.1	PanWU01x14_068600	Dof
PanWU01x14_068870.1	PanWU01x14_068870	Nin-like
PanWU01x14_070070.1	PanWU01x14_070070	GATA
PanWU01x14_070090.1	PanWU01x14_070090	GATA
PanWU01x14_070310.1	PanWU01x14_070310	NF-YC
PanWU01x14_070900.1	PanWU01x14_070900	LBD
PanWU01x14_071490.1	PanWU01x14_071490	NAC
PanWU01x14_071850.1	PanWU01x14_071850	WRKY
PanWU01x14_071980.1	PanWU01x14_071980	Nin-like
PanWU01x14_072850.1	PanWU01x14_072850	bHLH
PanWU01x14_072870.1	PanWU01x14_072870	bZIP
PanWU01x14_073300.1	PanWU01x14_073300	SRS
PanWU01x14_073410.1	PanWU01x14_073410	GATA
PanWU01x14_073730.1	PanWU01x14_073730	NAC
PanWU01x14_075830.1	PanWU01x14_075830	WRKY
PanWU01x14_075840.1	PanWU01x14_075840	WRKY
PanWU01x14_077280.1	PanWU01x14_077280	NAC
PanWU01x14_077700.1	PanWU01x14_077700	E2F/DP
PanWU01x14_077970.1	PanWU01x14_077970	bZIP
PanWU01x14_078000.1	PanWU01x14_078000	BBR-BPC
PanWU01x14_078350.1	PanWU01x14_078350	Trihelix
PanWU01x14_079290.1	PanWU01x14_079290	TCP
PanWU01x14_080490.1	PanWU01x14_080490	TCP
PanWU01x14_081510.1	PanWU01x14_081510	bHLH
PanWU01x14_081770.1	PanWU01x14_081770	bZIP
PanWU01x14_082510.1	PanWU01x14_082510	E2F/DP
PanWU01x14_082830.1	PanWU01x14_082830	Dof
PanWU01x14_084010.1	PanWU01x14_084010	TCP
PanWU01x14_084250.1	PanWU01x14_084250	Trihelix
PanWU01x14_084310.1	PanWU01x14_084310	bHLH
PanWU01x14_084320.1	PanWU01x14_084320	bHLH
PanWU01x14_084330.1	PanWU01x14_084330	bHLH
PanWU01x14_084340.1	PanWU01x14_084340	bHLH
PanWU01x14_085230.1	PanWU01x14_085230	EIL
PanWU01x14_085250.1	PanWU01x14_085250	EIL
PanWU01x14_085380.1	PanWU01x14_085380	bHLH
PanWU01x14_085780.1	PanWU01x14_085780	STAT
PanWU01x14_086420.1	PanWU01x14_086420	BES1
PanWU01x14_086870.1	PanWU01x14_086870	bHLH
PanWU01x14_088130.1	PanWU01x14_088130	HSF
PanWU01x14_089080.1	PanWU01x14_089080	WRKY
PanWU01x14_089480.1	PanWU01x14_089480	NF-YB
PanWU01x14_089750.1	PanWU01x14_089750	S1Fa-like
PanWU01x14_089920.1	PanWU01x14_089920	NAC
PanWU01x14_091060.1	PanWU01x14_091060	bZIP
PanWU01x14_091710.1	PanWU01x14_091710	bHLH
PanWU01x14_092180.1	PanWU01x14_092180	bHLH
PanWU01x14_092360.1	PanWU01x14_092360	NAC
PanWU01x14_092620.1	PanWU01x14_092620	NAC
PanWU01x14_092720.1	PanWU01x14_092720	NAC
PanWU01x14_093950.1	PanWU01x14_093950	BES1
PanWU01x14_095530.1	PanWU01x14_095530	bHLH
PanWU01x14_097790.1	PanWU01x14_097790	TCP
PanWU01x14_098270.1	PanWU01x14_098270	WRKY
PanWU01x14_098360.1	PanWU01x14_098360	WRKY
PanWU01x14_099980.1	PanWU01x14_099980	GATA
PanWU01x14_100750.1	PanWU01x14_100750	ZF-HD
PanWU01x14_100790.1	PanWU01x14_100790	GATA
PanWU01x14_100960.1	PanWU01x14_100960	GRAS
PanWU01x14_101430.1	PanWU01x14_101430	GRAS
PanWU01x14_101870.1	PanWU01x14_101870	bZIP
PanWU01x14_102460.1	PanWU01x14_102460	bHLH
PanWU01x14_103110.1	PanWU01x14_103110	Whirly
PanWU01x14_103120.1	PanWU01x14_103120	WRKY
PanWU01x14_103290.1	PanWU01x14_103290	NAC
PanWU01x14_103720.1	PanWU01x14_103720	HSF
PanWU01x14_103850.1	PanWU01x14_103850	LFY
PanWU01x14_104600.1	PanWU01x14_104600	NAC
PanWU01x14_104680.1	PanWU01x14_104680	HSF
PanWU01x14_106440.1	PanWU01x14_106440	Dof
PanWU01x14_107020.1	PanWU01x14_107020	bHLH
PanWU01x14_107700.1	PanWU01x14_107700	GRAS
PanWU01x14_107750.1	PanWU01x14_107750	LBD
PanWU01x14_108080.1	PanWU01x14_108080	GRAS
PanWU01x14_108830.1	PanWU01x14_108830	GeBP
PanWU01x14_108890.1	PanWU01x14_108890	bHLH
PanWU01x14_108920.1	PanWU01x14_108920	bHLH
PanWU01x14_111140.1	PanWU01x14_111140	Nin-like
PanWU01x14_112170.1	PanWU01x14_112170	WRKY
PanWU01x14_115300.1	PanWU01x14_115300	bHLH
PanWU01x14_115640.1	PanWU01x14_115640	bZIP
PanWU01x14_115760.1	PanWU01x14_115760	bHLH
PanWU01x14_116700.1	PanWU01x14_116700	NAC
PanWU01x14_116850.1	PanWU01x14_116850	Dof
PanWU01x14_117170.1	PanWU01x14_117170	E2F/DP
PanWU01x14_117350.1	PanWU01x14_117350	NAC
PanWU01x14_117630.1	PanWU01x14_117630	NF-YB
PanWU01x14_117680.1	PanWU01x14_117680	bZIP
PanWU01x14_118280.1	PanWU01x14_118280	ZF-HD
PanWU01x14_118360.1	PanWU01x14_118360	GRAS
PanWU01x14_118390.1	PanWU01x14_118390	bZIP
PanWU01x14_119390.1	PanWU01x14_119390	WRKY
PanWU01x14_119730.1	PanWU01x14_119730	NAC
PanWU01x14_119760.1	PanWU01x14_119760	bHLH
PanWU01x14_119830.1	PanWU01x14_119830	HSF
PanWU01x14_119850.1	PanWU01x14_119850	bHLH
PanWU01x14_119910.1	PanWU01x14_119910	bZIP
PanWU01x14_120130.1	PanWU01x14_120130	CAMTA
PanWU01x14_120990.1	PanWU01x14_120990	WRKY
PanWU01x14_121480.1	PanWU01x14_121480	GRAS
PanWU01x14_121490.1	PanWU01x14_121490	GRAS
PanWU01x14_121560.1	PanWU01x14_121560	bHLH
PanWU01x14_121790.1	PanWU01x14_121790	WRKY
PanWU01x14_122460.1	PanWU01x14_122460	Trihelix
PanWU01x14_123350.1	PanWU01x14_123350	GATA
PanWU01x14_125110.1	PanWU01x14_125110	bHLH
PanWU01x14_126210.1	PanWU01x14_126210	ZF-HD
PanWU01x14_126970.1	PanWU01x14_126970	WRKY
PanWU01x14_127200.1	PanWU01x14_127200	bZIP
PanWU01x14_127580.1	PanWU01x14_127580	FAR1
PanWU01x14_127670.1	PanWU01x14_127670	FAR1
PanWU01x14_127690.1	PanWU01x14_127690	FAR1
PanWU01x14_127700.1	PanWU01x14_127700	FAR1
PanWU01x14_127730.1	PanWU01x14_127730	FAR1
PanWU01x14_128680.1	PanWU01x14_128680	NAC
PanWU01x14_128980.1	PanWU01x14_128980	bHLH
PanWU01x14_129980.1	PanWU01x14_129980	WRKY
PanWU01x14_130270.1	PanWU01x14_130270	GRAS
PanWU01x14_130300.1	PanWU01x14_130300	NF-YC
PanWU01x14_130460.1	PanWU01x14_130460	GRAS
PanWU01x14_130470.1	PanWU01x14_130470	WRKY
PanWU01x14_131010.1	PanWU01x14_131010	ZF-HD
PanWU01x14_131470.1	PanWU01x14_131470	bHLH
PanWU01x14_132150.1	PanWU01x14_132150	bZIP
PanWU01x14_133200.1	PanWU01x14_133200	YABBY
PanWU01x14_133460.1	PanWU01x14_133460	bZIP
PanWU01x14_133980.1	PanWU01x14_133980	Dof
PanWU01x14_135060.1	PanWU01x14_135060	NF-YC
PanWU01x14_135550.1	PanWU01x14_135550	bHLH
PanWU01x14_136220.1	PanWU01x14_136220	WRKY
PanWU01x14_136530.1	PanWU01x14_136530	GRAS
PanWU01x14_137030.1	PanWU01x14_137030	LBD
PanWU01x14_137040.1	PanWU01x14_137040	LBD
PanWU01x14_137050.1	PanWU01x14_137050	LBD
PanWU01x14_137170.1	PanWU01x14_137170	bHLH
PanWU01x14_137610.1	PanWU01x14_137610	NAC
PanWU01x14_137720.1	PanWU01x14_137720	GRAS
PanWU01x14_138060.1	PanWU01x14_138060	NAC
PanWU01x14_138290.1	PanWU01x14_138290	Trihelix
PanWU01x14_138610.1	PanWU01x14_138610	LBD
PanWU01x14_138750.1	PanWU01x14_138750	Dof
PanWU01x14_140550.1	PanWU01x14_140550	NF-YB
PanWU01x14_140790.1	PanWU01x14_140790	TCP
PanWU01x14_141300.1	PanWU01x14_141300	CAMTA
PanWU01x14_141930.1	PanWU01x14_141930	GATA
PanWU01x14_142450.1	PanWU01x14_142450	NAC
PanWU01x14_142650.1	PanWU01x14_142650	FAR1
PanWU01x14_142850.1	PanWU01x14_142850	bHLH
PanWU01x14_142860.1	PanWU01x14_142860	bHLH
PanWU01x14_143670.1	PanWU01x14_143670	bZIP
PanWU01x14_143760.1	PanWU01x14_143760	GRAS
PanWU01x14_143830.1	PanWU01x14_143830	WRKY
PanWU01x14_144120.1	PanWU01x14_144120	WRKY
PanWU01x14_145410.1	PanWU01x14_145410	GRAS
PanWU01x14_146050.1	PanWU01x14_146050	bHLH
PanWU01x14_146210.1	PanWU01x14_146210	NAC
PanWU01x14_146390.1	PanWU01x14_146390	GRAS
PanWU01x14_146530.1	PanWU01x14_146530	TCP
PanWU01x14_146590.1	PanWU01x14_146590	WRKY
PanWU01x14_146600.1	PanWU01x14_146600	SBP
PanWU01x14_147580.1	PanWU01x14_147580	bHLH
PanWU01x14_147680.1	PanWU01x14_147680	GATA
PanWU01x14_147750.1	PanWU01x14_147750	SBP
PanWU01x14_147760.1	PanWU01x14_147760	SBP
PanWU01x14_148200.1	PanWU01x14_148200	bHLH
PanWU01x14_148410.1	PanWU01x14_148410	LBD
PanWU01x14_148900.1	PanWU01x14_148900	bHLH
PanWU01x14_151390.1	PanWU01x14_151390	WRKY
PanWU01x14_152610.1	PanWU01x14_152610	NF-X1
PanWU01x14_153240.1	PanWU01x14_153240	TCP
PanWU01x14_154100.1	PanWU01x14_154100	bZIP
PanWU01x14_154260.1	PanWU01x14_154260	WRKY
PanWU01x14_155150.1	PanWU01x14_155150	bHLH
PanWU01x14_157260.1	PanWU01x14_157260	GRAS
PanWU01x14_157760.1	PanWU01x14_157760	EIL
PanWU01x14_157780.1	PanWU01x14_157780	EIL
PanWU01x14_157980.1	PanWU01x14_157980	GATA
PanWU01x14_157990.1	PanWU01x14_157990	GATA
PanWU01x14_158530.1	PanWU01x14_158530	bHLH
PanWU01x14_158850.1	PanWU01x14_158850	bZIP
PanWU01x14_159090.1	PanWU01x14_159090	E2F/DP
PanWU01x14_159720.1	PanWU01x14_159720	LBD
PanWU01x14_161830.1	PanWU01x14_161830	NF-YA
PanWU01x14_161970.1	PanWU01x14_161970	NAC
PanWU01x14_162610.1	PanWU01x14_162610	Dof
PanWU01x14_163420.1	PanWU01x14_163420	WRKY
PanWU01x14_163580.1	PanWU01x14_163580	Trihelix
PanWU01x14_164420.1	PanWU01x14_164420	WRKY
PanWU01x14_165330.1	PanWU01x14_165330	HSF
PanWU01x14_165590.1	PanWU01x14_165590	LBD
PanWU01x14_166440.1	PanWU01x14_166440	HSF
PanWU01x14_167340.1	PanWU01x14_167340	HSF
PanWU01x14_167520.1	PanWU01x14_167520	GRAS
PanWU01x14_167730.1	PanWU01x14_167730	GRAS
PanWU01x14_168160.1	PanWU01x14_168160	WRKY
PanWU01x14_168190.1	PanWU01x14_168190	WRKY
PanWU01x14_168940.1	PanWU01x14_168940	bHLH
PanWU01x14_169000.1	PanWU01x14_169000	bHLH
PanWU01x14_169670.1	PanWU01x14_169670	bZIP
PanWU01x14_169940.1	PanWU01x14_169940	CPP
PanWU01x14_171630.1	PanWU01x14_171630	bZIP
PanWU01x14_171710.1	PanWU01x14_171710	NF-YB
PanWU01x14_171740.1	PanWU01x14_171740	Trihelix
PanWU01x14_171770.1	PanWU01x14_171770	NF-YB
PanWU01x14_173020.1	PanWU01x14_173020	bZIP
PanWU01x14_173070.1	PanWU01x14_173070	NAC
PanWU01x14_173750.1	PanWU01x14_173750	bHLH
PanWU01x14_174000.1	PanWU01x14_174000	TCP
PanWU01x14_174400.1	PanWU01x14_174400	bHLH
PanWU01x14_174500.1	PanWU01x14_174500	bHLH
PanWU01x14_174600.1	PanWU01x14_174600	bHLH
PanWU01x14_174650.1	PanWU01x14_174650	TCP
PanWU01x14_174980.1	PanWU01x14_174980	ZF-HD
PanWU01x14_175040.1	PanWU01x14_175040	Nin-like
PanWU01x14_175180.1	PanWU01x14_175180	WRKY
PanWU01x14_175610.1	PanWU01x14_175610	NF-YB
PanWU01x14_176660.1	PanWU01x14_176660	NAC
PanWU01x14_177500.1	PanWU01x14_177500	LBD
PanWU01x14_178200.1	PanWU01x14_178200	GRAS
PanWU01x14_178730.1	PanWU01x14_178730	WRKY
PanWU01x14_179170.1	PanWU01x14_179170	bHLH
PanWU01x14_180380.1	PanWU01x14_180380	Dof
PanWU01x14_181840.1	PanWU01x14_181840	GATA
PanWU01x14_182140.1	PanWU01x14_182140	HSF
PanWU01x14_182640.1	PanWU01x14_182640	NAC
PanWU01x14_183270.1	PanWU01x14_183270	Trihelix
PanWU01x14_183310.1	PanWU01x14_183310	Trihelix
PanWU01x14_184420.1	PanWU01x14_184420	NAC
PanWU01x14_184430.1	PanWU01x14_184430	NAC
PanWU01x14_184540.1	PanWU01x14_184540	bHLH
PanWU01x14_184940.1	PanWU01x14_184940	CAMTA
PanWU01x14_186050.1	PanWU01x14_186050	bHLH
PanWU01x14_186120.1	PanWU01x14_186120	GATA
PanWU01x14_188230.1	PanWU01x14_188230	ZF-HD
PanWU01x14_188420.1	PanWU01x14_188420	GeBP
PanWU01x14_189880.1	PanWU01x14_189880	bHLH
PanWU01x14_190280.1	PanWU01x14_190280	bHLH
PanWU01x14_190540.1	PanWU01x14_190540	bHLH
PanWU01x14_191120.1	PanWU01x14_191120	EIL
PanWU01x14_191520.1	PanWU01x14_191520	bZIP
PanWU01x14_191580.1	PanWU01x14_191580	bHLH
PanWU01x14_192330.1	PanWU01x14_192330	NF-YA
PanWU01x14_192710.1	PanWU01x14_192710	BES1
PanWU01x14_192760.1	PanWU01x14_192760	NF-YA
PanWU01x14_193080.1	PanWU01x14_193080	Trihelix
PanWU01x14_194370.1	PanWU01x14_194370	bHLH
PanWU01x14_194770.1	PanWU01x14_194770	bZIP
PanWU01x14_195150.1	PanWU01x14_195150	HSF
PanWU01x14_195600.1	PanWU01x14_195600	GATA
PanWU01x14_196670.1	PanWU01x14_196670	LBD
PanWU01x14_196730.1	PanWU01x14_196730	bHLH
PanWU01x14_196750.1	PanWU01x14_196750	Dof
PanWU01x14_196930.1	PanWU01x14_196930	NAC
PanWU01x14_197670.1	PanWU01x14_197670	Dof
PanWU01x14_198490.1	PanWU01x14_198490	NAC
PanWU01x14_198620.1	PanWU01x14_198620	Dof
PanWU01x14_199820.1	PanWU01x14_199820	NAC
PanWU01x14_199850.1	PanWU01x14_199850	YABBY
PanWU01x14_199860.1	PanWU01x14_199860	YABBY
PanWU01x14_200090.1	PanWU01x14_200090	WRKY
PanWU01x14_200470.1	PanWU01x14_200470	NAC
PanWU01x14_201510.1	PanWU01x14_201510	WRKY
PanWU01x14_202180.1	PanWU01x14_202180	bZIP
PanWU01x14_203090.1	PanWU01x14_203090	SRS
PanWU01x14_203200.1	PanWU01x14_203200	Trihelix
PanWU01x14_203340.1	PanWU01x14_203340	bZIP
PanWU01x14_203540.1	PanWU01x14_203540	bHLH
PanWU01x14_204390.1	PanWU01x14_204390	bZIP
PanWU01x14_204400.1	PanWU01x14_204400	bZIP
PanWU01x14_206690.1	PanWU01x14_206690	bHLH
PanWU01x14_209540.1	PanWU01x14_209540	bZIP
PanWU01x14_210420.1	PanWU01x14_210420	WRKY
PanWU01x14_210570.1	PanWU01x14_210570	NAC
PanWU01x14_210690.1	PanWU01x14_210690	SBP
PanWU01x14_211030.1	PanWU01x14_211030	bZIP
PanWU01x14_211090.1	PanWU01x14_211090	WRKY
PanWU01x14_211830.1	PanWU01x14_211830	NAC
PanWU01x14_212430.1	PanWU01x14_212430	SRS
PanWU01x14_212740.1	PanWU01x14_212740	TCP
PanWU01x14_212990.1	PanWU01x14_212990	NAC
PanWU01x14_213280.1	PanWU01x14_213280	bHLH
PanWU01x14_216470.1	PanWU01x14_216470	LBD
PanWU01x14_216550.1	PanWU01x14_216550	bHLH
PanWU01x14_216840.1	PanWU01x14_216840	WRKY
PanWU01x14_217870.1	PanWU01x14_217870	NAC
PanWU01x14_218540.1	PanWU01x14_218540	Trihelix
PanWU01x14_220060.1	PanWU01x14_220060	CPP
PanWU01x14_220260.1	PanWU01x14_220260	YABBY
PanWU01x14_220500.1	PanWU01x14_220500	HSF
PanWU01x14_220950.1	PanWU01x14_220950	LBD
PanWU01x14_221860.1	PanWU01x14_221860	NF-YC
PanWU01x14_222140.1	PanWU01x14_222140	SBP
PanWU01x14_222280.1	PanWU01x14_222280	CAMTA
PanWU01x14_222380.1	PanWU01x14_222380	bHLH
PanWU01x14_222500.1	PanWU01x14_222500	CPP
PanWU01x14_222970.1	PanWU01x14_222970	HRT-like
PanWU01x14_223220.1	PanWU01x14_223220	GATA
PanWU01x14_224630.1	PanWU01x14_224630	SBP
PanWU01x14_224870.1	PanWU01x14_224870	GATA
PanWU01x14_225370.1	PanWU01x14_225370	bHLH
PanWU01x14_225380.1	PanWU01x14_225380	WRKY
PanWU01x14_226510.1	PanWU01x14_226510	Nin-like
PanWU01x14_228460.1	PanWU01x14_228460	bHLH
PanWU01x14_228940.1	PanWU01x14_228940	bZIP
PanWU01x14_229930.1	PanWU01x14_229930	NAC
PanWU01x14_230230.1	PanWU01x14_230230	NAC
PanWU01x14_230240.1	PanWU01x14_230240	NAC
PanWU01x14_230270.1	PanWU01x14_230270	NAC
PanWU01x14_230420.1	PanWU01x14_230420	NF-YB
PanWU01x14_231390.1	PanWU01x14_231390	NF-YA
PanWU01x14_233730.1	PanWU01x14_233730	NAC
PanWU01x14_233820.1	PanWU01x14_233820	TCP
PanWU01x14_234940.1	PanWU01x14_234940	TCP
PanWU01x14_235710.1	PanWU01x14_235710	bHLH
PanWU01x14_235760.1	PanWU01x14_235760	bHLH
PanWU01x14_235810.1	PanWU01x14_235810	bHLH
PanWU01x14_235870.1	PanWU01x14_235870	bHLH
PanWU01x14_236330.1	PanWU01x14_236330	bHLH
PanWU01x14_236390.1	PanWU01x14_236390	GeBP
PanWU01x14_236410.1	PanWU01x14_236410	bHLH
PanWU01x14_236490.1	PanWU01x14_236490	GRAS
PanWU01x14_237520.1	PanWU01x14_237520	LBD
PanWU01x14_237530.1	PanWU01x14_237530	LBD
PanWU01x14_238030.1	PanWU01x14_238030	HSF
PanWU01x14_239390.1	PanWU01x14_239390	LBD
PanWU01x14_240080.1	PanWU01x14_240080	bHLH
PanWU01x14_240710.1	PanWU01x14_240710	GATA
PanWU01x14_241550.1	PanWU01x14_241550	bHLH
PanWU01x14_242910.1	PanWU01x14_242910	CAMTA
PanWU01x14_243240.1	PanWU01x14_243240	Trihelix
PanWU01x14_243510.1	PanWU01x14_243510	E2F/DP
PanWU01x14_245350.1	PanWU01x14_245350	YABBY
PanWU01x14_245480.1	PanWU01x14_245480	GRAS
PanWU01x14_245490.1	PanWU01x14_245490	GRAS
PanWU01x14_245560.1	PanWU01x14_245560	GRAS
PanWU01x14_245650.1	PanWU01x14_245650	WRKY
PanWU01x14_246880.1	PanWU01x14_246880	NF-YA
PanWU01x14_247890.1	PanWU01x14_247890	HSF
PanWU01x14_247900.1	PanWU01x14_247900	BES1
PanWU01x14_247910.1	PanWU01x14_247910	BES1
PanWU01x14_248510.1	PanWU01x14_248510	bHLH
PanWU01x14_248960.1	PanWU01x14_248960	bHLH
PanWU01x14_249040.1	PanWU01x14_249040	HSF
PanWU01x14_249680.1	PanWU01x14_249680	NAC
PanWU01x14_250210.1	PanWU01x14_250210	NAC
PanWU01x14_251310.1	PanWU01x14_251310	NAC
PanWU01x14_251340.1	PanWU01x14_251340	NAC
PanWU01x14_251690.1	PanWU01x14_251690	bHLH
PanWU01x14_251750.1	PanWU01x14_251750	Dof
PanWU01x14_252330.1	PanWU01x14_252330	BES1
PanWU01x14_253360.1	PanWU01x14_253360	TCP
PanWU01x14_254540.1	PanWU01x14_254540	NF-YB
PanWU01x14_254670.1	PanWU01x14_254670	SAP
PanWU01x14_256100.1	PanWU01x14_256100	LBD
PanWU01x14_256710.1	PanWU01x14_256710	NZZ/SPL
PanWU01x14_256720.1	PanWU01x14_256720	TCP
PanWU01x14_257240.1	PanWU01x14_257240	GRAS
PanWU01x14_259330.1	PanWU01x14_259330	bHLH
PanWU01x14_259460.1	PanWU01x14_259460	bHLH
PanWU01x14_259910.1	PanWU01x14_259910	WRKY
PanWU01x14_259960.1	PanWU01x14_259960	SBP
PanWU01x14_260790.1	PanWU01x14_260790	WRKY
PanWU01x14_261680.1	PanWU01x14_261680	Trihelix
PanWU01x14_262200.1	PanWU01x14_262200	bHLH
PanWU01x14_262500.1	PanWU01x14_262500	Trihelix
PanWU01x14_262620.1	PanWU01x14_262620	Nin-like
PanWU01x14_263280.1	PanWU01x14_263280	YABBY
PanWU01x14_264580.1	PanWU01x14_264580	GRAS
