TF_ID	Gene_ID	Family
Medtr1g100777.1	Medtr1g100777	HSF
Medtr1g100970.1	Medtr1g100970	Nin-like
Medtr1g101810.1	Medtr1g101810	TCP
Medtr1g102370.1	Medtr1g102370	bHLH
Medtr1g102380.1	Medtr1g102380	bHLH
Medtr1g102860.1	Medtr1g102860	HSF
Medtr1g103180.1	Medtr1g103180	CPP
Medtr1g103230.1	Medtr1g103230	CPP
Medtr1g103380.1	Medtr1g103380	TCP
Medtr1g105110.1	Medtr1g105110	E2F/DP
Medtr1g106420.1	Medtr1g106420	LBD
Medtr1g106460.1	Medtr1g106460	bHLH
Medtr1g106470.1	Medtr1g106470	bHLH
Medtr1g106480.1	Medtr1g106480	bHLH
Medtr1g106590.1	Medtr1g106590	GRAS
Medtr1g110840.1	Medtr1g110840	LBD
Medtr1g111310.1	Medtr1g111310	bZIP
Medtr1g111320.1	Medtr1g111320	bZIP
Medtr1g112650.1	Medtr1g112650	Trihelix
Medtr1g112680.1	Medtr1g112680	bHLH
Medtr1g114380.1	Medtr1g114380	TCP
Medtr1g115590.1	Medtr1g115590	Dof
Medtr1g116010.1	Medtr1g116010	GATA
Medtr1g116790.1	Medtr1g116790	bHLH
Medtr1g492790.1	Medtr1g492790	Trihelix
Medtr2157s0010.1	Medtr2157s0010	NAC
Medtr2g006150.1	Medtr2g006150	TCP
Medtr2g006900.1	Medtr2g006900	GATA
Medtr2g007810.1	Medtr2g007810	ZF-HD
Medtr2g008840.1	Medtr2g008840	CAMTA
Medtr2g010450.1	Medtr2g010450	bHLH
Medtr2g010790.1	Medtr2g010790	GeBP
Medtr2g011070.1	Medtr2g011070	bHLH
Medtr2g013370.1	Medtr2g013370	Dof
Medtr2g013920.1	Medtr2g013920	bHLH
Medtr2g014060.1	Medtr2g014060	Dof
Medtr2g014100.1	Medtr2g014100	FAR1
Medtr2g014170.1	Medtr2g014170	Dof
Medtr2g014200.1	Medtr2g014200	SBP
Medtr2g014680.1	Medtr2g014680	NAC
Medtr2g015890.1	Medtr2g015890	bHLH
Medtr2g016030.1	Medtr2g016030	Dof
Medtr2g016140.1	Medtr2g016140	Trihelix
Medtr2g016770.1	Medtr2g016770	WRKY
Medtr2g017890.1	Medtr2g017890	HSF
Medtr2g020620.1	Medtr2g020620	SBP
Medtr2g022280.1	Medtr2g022280	bHLH
Medtr2g023340.1	Medtr2g023340	NF-YC
Medtr2g023930.1	Medtr2g023930	WRKY
Medtr2g024350.1	Medtr2g024350	WRKY
Medtr2g024380.1	Medtr2g024380	WRKY
Medtr2g026250.1	Medtr2g026250	GRAS
Medtr2g026710.1	Medtr2g026710	NF-YB
Medtr2g026725.1	Medtr2g026725	Trihelix
Medtr2g030030.1	Medtr2g030030	Dof
Medtr2g030170.1	Medtr2g030170	NF-YA
Medtr2g032030.1	Medtr2g032030	WRKY
Medtr2g033820.1	Medtr2g033820	WRKY
Medtr2g034250.1	Medtr2g034250	GRAS
Medtr2g034260.1	Medtr2g034260	GRAS
Medtr2g034280.1	Medtr2g034280	GRAS
Medtr2g034650.1	Medtr2g034650	CAMTA
Medtr2g038040.1	Medtr2g038040	bHLH
Medtr2g038720.1	Medtr2g038720	GATA
Medtr2g039370.1	Medtr2g039370	FAR1
Medtr2g039620.1	Medtr2g039620	bHLH
Medtr2g041090.1	Medtr2g041090	NF-YA
Medtr2g045360.1	Medtr2g045360	WRKY
Medtr2g045630.1	Medtr2g045630	bZIP
Medtr2g045670.1	Medtr2g045670	bZIP
Medtr2g045700.1	Medtr2g045700	bZIP
Medtr2g046550.1	Medtr2g046550	SBP
Medtr2g049305.1	Medtr2g049305	CPP
Medtr2g056000.1	Medtr2g056000	NF-YB
Medtr2g059300.1	Medtr2g059300	GATA
Medtr2g059540.1	Medtr2g059540	Dof
Medtr2g062730.1	Medtr2g062730	NAC
Medtr2g064090.1	Medtr2g064090	NAC
Medtr2g064470.1	Medtr2g064470	NAC
Medtr2g067000.1	Medtr2g067000	bHLH
Medtr2g068760.1	Medtr2g068760	LBD
Medtr2g068880.1	Medtr2g068880	NAC
Medtr2g068920.1	Medtr2g068920	NAC
Medtr2g070590.1	Medtr2g070590	FAR1
Medtr2g075400.1	Medtr2g075400	BES1
Medtr2g075410.1	Medtr2g075410	BES1
Medtr2g075610.1	Medtr2g075610	WRKY
Medtr2g075680.1	Medtr2g075680	WRKY
Medtr2g075690.1	Medtr2g075690	WRKY
Medtr2g075700.1	Medtr2g075700	WRKY
Medtr2g075750.1	Medtr2g075750	WRKY
Medtr2g076780.1	Medtr2g076780	ZF-HD
Medtr2g078200.1	Medtr2g078200	TCP
Medtr2g078700.1	Medtr2g078700	NAC
Medtr2g078770.1	Medtr2g078770	SBP
Medtr2g079990.1	Medtr2g079990	NAC
Medtr2g080010.1	Medtr2g080010	NAC
Medtr2g081040.1	Medtr2g081040	bHLH
Medtr2g081600.1	Medtr2g081600	NF-YC
Medtr2g081630.1	Medtr2g081630	NF-YC
Medtr2g081820.1	Medtr2g081820	bHLH
Medtr2g082090.1	Medtr2g082090	GRAS
Medtr2g082640.1	Medtr2g082640	bHLH
Medtr2g083870.1	Medtr2g083870	WRKY
Medtr2g084280.1	Medtr2g084280	bHLH
Medtr2g086340.1	Medtr2g086340	bZIP
Medtr2g086390.1	Medtr2g086390	bZIP
Medtr2g086420.1	Medtr2g086420	bZIP
Medtr2g086690.1	Medtr2g086690	NAC
Medtr2g086880.1	Medtr2g086880	NAC
Medtr2g087740.1	Medtr2g087740	YABBY
Medtr2g088000.1	Medtr2g088000	WRKY
Medtr2g089000.1	Medtr2g089000	bHLH
Medtr2g089070.1	Medtr2g089070	bHLH
Medtr2g089100.1	Medtr2g089100	GRAS
Medtr2g090425.1	Medtr2g090425	bHLH
Medtr2g090440.1	Medtr2g090440	bHLH
Medtr2g090480.1	Medtr2g090480	bHLH
Medtr2g090505.1	Medtr2g090505	FAR1
Medtr2g090515.1	Medtr2g090515	bHLH
Medtr2g090735.1	Medtr2g090735	NAC
Medtr2g090900.1	Medtr2g090900	bZIP
Medtr2g090960.1	Medtr2g090960	TCP
Medtr2g091190.1	Medtr2g091190	bHLH
Medtr2g092960.1	Medtr2g092960	Trihelix
Medtr2g093220.1	Medtr2g093220	Dof
Medtr2g093310.1	Medtr2g093310	LBD
Medtr2g093810.1	Medtr2g093810	NAC
Medtr2g094600.1	Medtr2g094600	GATA
Medtr2g094730.1	Medtr2g094730	LBD
Medtr2g096740.1	Medtr2g096740	Dof
Medtr2g097310.1	Medtr2g097310	GRAS
Medtr2g097350.1	Medtr2g097350	GRAS
Medtr2g097380.1	Medtr2g097380	GRAS
Medtr2g097390.1	Medtr2g097390	GRAS
Medtr2g097410.1	Medtr2g097410	GRAS
Medtr2g097463.1	Medtr2g097463	GRAS
Medtr2g097467.1	Medtr2g097467	GRAS
Medtr2g097473.1	Medtr2g097473	GRAS
Medtr2g098080.1	Medtr2g098080	Trihelix
Medtr2g098310.1	Medtr2g098310	bHLH
Medtr2g098450.1	Medtr2g098450	EIL
Medtr2g098470.1	Medtr2g098470	EIL
Medtr2g098880.1	Medtr2g098880	FAR1
Medtr2g098920.1	Medtr2g098920	FAR1
Medtr2g099050.1	Medtr2g099050	bZIP
Medtr2g099110.1	Medtr2g099110	GRAS
Medtr2g099350.1	Medtr2g099350	Nin-like
Medtr2g099430.1	Medtr2g099430	FAR1
Medtr2g099490.1	Medtr2g099490	NF-YA
Medtr2g100020.1	Medtr2g100020	LBD
Medtr2g100490.1	Medtr2g100490	bHLH
Medtr2g100670.1	Medtr2g100670	HSF
Medtr2g100680.1	Medtr2g100680	HSF
Medtr2g101460.1	Medtr2g101460	FAR1
Medtr2g101520.1	Medtr2g101520	bHLH
Medtr2g102227.1	Medtr2g102227	Trihelix
Medtr2g104490.1	Medtr2g104490	bHLH
Medtr2g104500.1	Medtr2g104500	bHLH
Medtr2g104530.1	Medtr2g104530	bHLH
Medtr2g104550.1	Medtr2g104550	bHLH
Medtr2g104560.1	Medtr2g104560	bHLH
Medtr2g104590.1	Medtr2g104590	bHLH
Medtr2g104650.1	Medtr2g104650	bHLH
Medtr2g105060.1	Medtr2g105060	WRKY
Medtr2g461920.1	Medtr2g461920	SBP
Medtr3g005220.1	Medtr3g005220	FAR1
Medtr3g005230.1	Medtr3g005230	bZIP
Medtr3g006370.1	Medtr3g006370	FAR1
Medtr3g008240.1	Medtr3g008240	FAR1
Medtr3g009470.1	Medtr3g009470	WRKY
Medtr3g010660.1	Medtr3g010660	bZIP
Medtr3g010785.1	Medtr3g010785	EIL
Medtr3g010790.1	Medtr3g010790	EIL
Medtr3g012030.1	Medtr3g012030	NF-YC
Medtr3g014280.1	Medtr3g014280	Trihelix
Medtr3g014660.1	Medtr3g014660	SRS
Medtr3g015530.1	Medtr3g015530	FAR1
Medtr3g021320.1	Medtr3g021320	GRAS
Medtr3g022005.1	Medtr3g022005	GRAS
Medtr3g022580.1	Medtr3g022580	GRAS
Medtr3g022830.1	Medtr3g022830	GRAS
Medtr3g025340.1	Medtr3g025340	GRAS
Medtr3g026050.1	Medtr3g026050	TCP
Medtr3g027430.1	Medtr3g027430	GRAS
Medtr3g027650.1	Medtr3g027650	bHLH
Medtr3g028520.1	Medtr3g028520	bHLH
Medtr3g030230.1	Medtr3g030230	FAR1
Medtr3g030700.1	Medtr3g030700	bHLH
Medtr3g031220.1	Medtr3g031220	WRKY
Medtr3g031660.1	Medtr3g031660	LBD
Medtr3g039810.1	Medtr3g039810	ZF-HD
Medtr3g044820.1	Medtr3g044820	bZIP
Medtr3g053270.1	Medtr3g053270	GRAS
Medtr3g053330.1	Medtr3g053330	WRKY
Medtr3g056100.1	Medtr3g056100	WRKY
Medtr3g056110.1	Medtr3g056110	GRAS
Medtr3g058980.1	Medtr3g058980	NF-YB
Medtr3g060200.1	Medtr3g060200	GATA
Medtr3g061510.1	Medtr3g061510	NF-YA
Medtr3g064580.1	Medtr3g064580	NAC
Medtr3g065980.1	Medtr3g065980	GRAS
Medtr3g067290.1	Medtr3g067290	FAR1
Medtr3g070030.1	Medtr3g070030	NAC
Medtr3g070040.1	Medtr3g070040	NAC
Medtr3g070120.1	Medtr3g070120	GeBP
Medtr3g070780.1	Medtr3g070780	NF-X1
Medtr3g070970.1	Medtr3g070970	bHLH
Medtr3g071420.1	Medtr3g071420	LBD
Medtr3g071590.1	Medtr3g071590	LBD
Medtr3g072200.1	Medtr3g072200	FAR1
Medtr3g072710.1	Medtr3g072710	GRAS
Medtr3g073560.1	Medtr3g073560	bZIP
Medtr3g073690.1	Medtr3g073690	LBD
Medtr3g077240.1	Medtr3g077240	LBD
Medtr3g077750.1	Medtr3g077750	Dof
Medtr3g077875.1	Medtr3g077875	FAR1
Medtr3g078770.1	Medtr3g078770	EIL
Medtr3g085050.1	Medtr3g085050	CAMTA
Medtr3g085180.1	Medtr3g085180	SBP
Medtr3g085430.1	Medtr3g085430	NF-YC
Medtr3g085960.1	Medtr3g085960	Trihelix
Medtr3g087440.1	Medtr3g087440	FAR1
Medtr3g087530.1	Medtr3g087530	EIL
Medtr3g087940.1	Medtr3g087940	bZIP
Medtr3g088110.1	Medtr3g088110	NAC
Medtr3g089020.1	Medtr3g089020	Trihelix
Medtr3g089055.1	Medtr3g089055	GRAS
Medtr3g090430.1	Medtr3g090430	Dof
Medtr3g090850.1	Medtr3g090850	bHLH
Medtr3g090860.1	Medtr3g090860	WRKY
Medtr3g091700.1	Medtr3g091700	Nin-like
Medtr3g091820.1	Medtr3g091820	Dof
Medtr3g093040.1	Medtr3g093040	NAC
Medtr3g093050.1	Medtr3g093050	NAC
Medtr3g093830.1	Medtr3g093830	WRKY
Medtr3g094020.1	Medtr3g094020	bZIP
Medtr3g094690.1	Medtr3g094690	LBD
Medtr3g095040.1	Medtr3g095040	WRKY
Medtr3g095080.1	Medtr3g095080	WRKY
Medtr3g096140.1	Medtr3g096140	NAC
Medtr3g096400.1	Medtr3g096400	NAC
Medtr3g096920.1	Medtr3g096920	NAC
Medtr3g098560.1	Medtr3g098560	LFY
Medtr3g098810.1	Medtr3g098810	NAC
Medtr3g099080.1	Medtr3g099080	SBP
Medtr3g099180.1	Medtr3g099180	NF-YC
Medtr3g099620.1	Medtr3g099620	bHLH
Medtr3g100040.1	Medtr3g100040	GATA
Medtr3g100050.1	Medtr3g100050	GATA
Medtr3g100650.1	Medtr3g100650	ZF-HD
Medtr3g101780.1	Medtr3g101780	bZIP
Medtr3g101810.1	Medtr3g101810	bHLH
Medtr3g101870.1	Medtr3g101870	HSF
Medtr3g103030.1	Medtr3g103030	bHLH
Medtr3g103360.1	Medtr3g103360	bZIP
Medtr3g104100.1	Medtr3g104100	bHLH
Medtr3g104550.1	Medtr3g104550	HSF
Medtr3g104750.1	Medtr3g104750	WRKY
Medtr3g104830.1	Medtr3g104830	Nin-like
Medtr3g106060.1	Medtr3g106060	WRKY
Medtr3g108960.1	Medtr3g108960	WRKY
Medtr3g109310.1	Medtr3g109310	bZIP
Medtr3g109340.1	Medtr3g109340	NAC
Medtr3g109760.1	Medtr3g109760	GATA
Medtr3g109982.1	Medtr3g109982	bZIP
Medtr3g110010.1	Medtr3g110010	bZIP
Medtr3g110122.1	Medtr3g110122	CPP
Medtr3g111290.1	Medtr3g111290	bHLH
Medtr3g111680.1	Medtr3g111680	BES1
Medtr3g112170.1	Medtr3g112170	bHLH
Medtr3g112220.1	Medtr3g112220	bZIP
Medtr3g112510.1	Medtr3g112510	SRS
Medtr3g113800.1	Medtr3g113800	E2F/DP
Medtr3g115400.1	Medtr3g115400	Nin-like
Medtr3g116070.1	Medtr3g116070	NAC
Medtr3g116710.1	Medtr3g116710	FAR1
Medtr3g116770.1	Medtr3g116770	bHLH
Medtr3g117120.1	Medtr3g117120	bZIP
Medtr3g117380.1	Medtr3g117380	GATA
Medtr3g435150.1	Medtr3g435150	NAC
Medtr3g435480.1	Medtr3g435480	Dof
Medtr3g435550.1	Medtr3g435550	Nin-like
Medtr3g436010.1	Medtr3g436010	bZIP
Medtr3g438070.1	Medtr3g438070	bHLH
Medtr3g448650.1	Medtr3g448650	FAR1
Medtr3g449770.1	Medtr3g449770	bHLH
Medtr3g450850.1	Medtr3g450850	FAR1
Medtr3g452660.1	Medtr3g452660	LBD
Medtr3g465110.1	Medtr3g465110	Nin-like
Medtr3g465350.1	Medtr3g465350	bZIP
Medtr3g465760.1	Medtr3g465760	FAR1
Medtr3g467120.1	Medtr3g467120	bZIP
Medtr3g498695.1	Medtr3g498695	bHLH
Medtr3g498825.1	Medtr3g498825	bHLH
Medtr4g007060.1	Medtr4g007060	WRKY
Medtr4g008070.1	Medtr4g008070	GATA
Medtr4g009110.1	Medtr4g009110	bHLH
Medtr4g009540.1	Medtr4g009540	bHLH
Medtr4g013260.1	Medtr4g013260	WRKY
Medtr4g015680.1	Medtr4g015680	Trihelix
Medtr4g021780.1	Medtr4g021780	WRKY
Medtr4g022370.1	Medtr4g022370	Dof
Medtr4g025900.1	Medtr4g025900	YABBY
Medtr4g026485.1	Medtr4g026485	GRAS
Medtr4g027040.1	Medtr4g027040	NF-X1
Medtr4g033295.1	Medtr4g033295	bHLH
Medtr4g033680.1	Medtr4g033680	bZIP
Medtr4g035590.1	Medtr4g035590	NAC
Medtr4g035820.1	Medtr4g035820	FAR1
Medtr4g036030.1	Medtr4g036030	NAC
Medtr4g040430.1	Medtr4g040430	FAR1
Medtr4g045757.1	Medtr4g045757	HSF
Medtr4g047580.1	Medtr4g047580	WRKY
Medtr4g049670.1	Medtr4g049670	FAR1
Medtr4g049760.1	Medtr4g049760	WRKY
Medtr4g049790.1	Medtr4g049790	WRKY
Medtr4g050300.1	Medtr4g050300	YABBY
Medtr4g052000.1	Medtr4g052000	E2F/DP
Medtr4g052030.1	Medtr4g052030	WRKY
Medtr4g052620.1	Medtr4g052620	NAC
Medtr4g052950.1	Medtr4g052950	NF-YB
Medtr4g053250.1	Medtr4g053250	bZIP
Medtr4g057270.1	Medtr4g057270	bHLH
Medtr4g057975.1	Medtr4g057975	FAR1
Medtr4g058910.1	Medtr4g058910	GATA
Medtr4g059710.1	Medtr4g059710	NF-YC
Medtr4g060950.1	Medtr4g060950	LBD
Medtr4g063780.1	Medtr4g063780	Dof
Medtr4g064120.1	Medtr4g064120	GRAS
Medtr4g064150.1	Medtr4g064150	GRAS
Medtr4g064160.1	Medtr4g064160	GRAS
Medtr4g064180.1	Medtr4g064180	GRAS
Medtr4g064200.1	Medtr4g064200	GRAS
Medtr4g065870.1	Medtr4g065870	bHLH
Medtr4g066380.1	Medtr4g066380	bHLH
Medtr4g066460.1	Medtr4g066460	bHLH
Medtr4g067010.1	Medtr4g067010	bHLH
Medtr4g067290.1	Medtr4g067290	FAR1
Medtr4g068000.1	Medtr4g068000	Nin-like
Medtr4g070320.1	Medtr4g070320	bHLH
Medtr4g070860.1	Medtr4g070860	bZIP
Medtr4g071110.1	Medtr4g071110	SRS
Medtr4g071590.1	Medtr4g071590	GATA
Medtr4g072090.1	Medtr4g072090	bZIP
Medtr4g073100.1	Medtr4g073100	bZIP
Medtr4g074310.1	Medtr4g074310	GRAS
Medtr4g074320.1	Medtr4g074320	GRAS
Medtr4g075480.1	Medtr4g075480	bHLH
Medtr4g075980.1	Medtr4g075980	NAC
Medtr4g076020.1	Medtr4g076020	GRAS
Medtr4g076140.1	Medtr4g076140	GRAS
Medtr4g077760.1	Medtr4g077760	GRAS
Medtr4g077797.1	Medtr4g077797	E2F/DP
Medtr4g077803.1	Medtr4g077803	E2F/DP
Medtr4g077970.1	Medtr4g077970	HSF
Medtr4g078350.1	Medtr4g078350	bHLH
Medtr4g078875.1	Medtr4g078875	NAC
Medtr4g079240.1	Medtr4g079240	VOZ
Medtr4g079500.1	Medtr4g079500	bZIP
Medtr4g079580.1	Medtr4g079580	TCP
Medtr4g079760.1	Medtr4g079760	bHLH
Medtr4g079960.1	Medtr4g079960	Trihelix
Medtr4g080290.1	Medtr4g080290	FAR1
Medtr4g081370.1	Medtr4g081370	bHLH
Medtr4g081870.1	Medtr4g081870	NAC
Medtr4g081980.1	Medtr4g081980	bHLH
Medtr4g082060.1	Medtr4g082060	Dof
Medtr4g082580.1	Medtr4g082580	WRKY
Medtr4g083680.1	Medtr4g083680	LBD
Medtr4g085660.1	Medtr4g085660	bHLH
Medtr4g085700.1	Medtr4g085700	bHLH
Medtr4g085910.1	Medtr4g085910	bZIP
Medtr4g087300.1	Medtr4g087300	bHLH
Medtr4g087920.1	Medtr4g087920	bHLH
Medtr4g088035.1	Medtr4g088035	LBD
Medtr4g088125.1	Medtr4g088125	VOZ
Medtr4g088245.1	Medtr4g088245	NAC
Medtr4g088555.1	Medtr4g088555	SBP
Medtr4g088580.1	Medtr4g088580	Dof
Medtr4g088900.1	Medtr4g088900	HSF
Medtr4g089095.1	Medtr4g089095	Dof
Medtr4g089135.1	Medtr4g089135	NAC
Medtr4g091910.1	Medtr4g091910	bHLH
Medtr4g091990.1	Medtr4g091990	bHLH
Medtr4g092700.1	Medtr4g092700	bHLH
Medtr4g093730.1	Medtr4g093730	GATA
Medtr4g094215.1	Medtr4g094215	CAMTA
Medtr4g094302.1	Medtr4g094302	NAC
Medtr4g094390.1	Medtr4g094390	bZIP
Medtr4g094412.1	Medtr4g094412	WRKY
Medtr4g094588.1	Medtr4g094588	WRKY
Medtr4g094758.1	Medtr4g094758	bHLH
Medtr4g094762.1	Medtr4g094762	bHLH
Medtr4g094908.1	Medtr4g094908	WRKY
Medtr4g095500.1	Medtr4g095500	GRAS
Medtr4g095600.1	Medtr4g095600	LBD
Medtr4g097080.1	Medtr4g097080	GRAS
Medtr4g097440.1	Medtr4g097440	bZIP
Medtr4g097920.1	Medtr4g097920	bHLH
Medtr4g097940.1	Medtr4g097940	bHLH
Medtr4g097950.1	Medtr4g097950	bHLH
